"Edition","Discipline","Event","Event_gender","NOC","City","Sport","Athlete","Gender","Olympic_Record","Olympic_Record_Type","Country","ISO","Continent","CityContinent","NumMedals","Value"
1928,"Boxing","72.57 - 79.38kg (light-heavyweight)","M","ARG","Amsterdam","Boxing","AVENDANO, Victor","Men","","","Argentina","AR","Americas","Europe",1,1
1928,"Cycling Road","individual time trial","M","DEN","Amsterdam","Cycling","HANSEN, Henry Peter Christian","Men","","","Denmark","DK","Europe","Europe",1,1
1928,"Cycling Road","team time trial","M","DEN","Amsterdam","Cycling","","Men","","","Denmark","DK","Europe","Europe",1,1
1928,"Cycling Track","1km Pursuit","M","FRA","Amsterdam","Cycling","BEAUFRAND, Roger","Men","","","France","FR","Europe","Europe",1,1
1928,"Cycling Track","1km time trial","M","DEN","Amsterdam","Cycling","FALCK HANSEN, Willy","Men","","","Denmark","DK","Europe","Europe",1,1
1928,"Cycling Track","2000m tandem","M","NED","Amsterdam","Cycling","","Men","","","Netherlands","NL","Europe","Europe",1,1
1928,"Cycling Track","Sprint indivual","M","FRA","Amsterdam","Cycling","BEAUFRAND, Roger","Men","","","France","FR","Europe","Europe",1,1
1928,"Cycling Track","Team Pursuit (4000m)","M","ITA","Amsterdam","Cycling","","Men","","","Italy","IT","Europe","Europe",1,1
1928,"Diving","10m platform","M","USA","Amsterdam","Aquatics","DESJARDINS, Ulise Joseph Peter","Men","","","United States","US","Americas","Europe",1,1
1928,"Diving","10m platform","W","USA","Amsterdam","Aquatics","BECKER-PINKSTON, Elizabeth","Women","","","United States","US","Americas","Europe",1,1
1928,"Diving","3m springboard","M","USA","Amsterdam","Aquatics","DESJARDINS, Ulise Joseph Peter","Men","","","United States","US","Americas","Europe",1,1
1928,"Diving","3m springboard","W","USA","Amsterdam","Aquatics","MEANY, Helen","Women","","","United States","US","Americas","Europe",1,1
1928,"Dressage","individual","X","GER","Amsterdam","Equestrian","VON LANGEN, Carl-Friedrich","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Dressage","team","X","GER","Amsterdam","Equestrian","","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Eventing","individual","X","NED","Amsterdam","Equestrian","PAHUD DE MORTANGES, Charles Ferdinand","Men","","","Netherlands","NL","Europe","Europe",1,1
1928,"Eventing","team","X","NED","Amsterdam","Equestrian","","Men","","","Netherlands","NL","Europe","Europe",1,1
1928,"Fencing","foil individual","M","FRA","Amsterdam","Fencing","GAUDIN, Lucien","Men","","","France","FR","Europe","Europe",1,1
1928,"Fencing","foil individual","W","GER","Amsterdam","Fencing","MAYER, Helene","Women","","","Germany","DE","Europe","Europe",1,1
1928,"Fencing","foil team","M","ITA","Amsterdam","Fencing","","Men","","","Italy","IT","Europe","Europe",1,1
1928,"Fencing","sabre individual","M","HUN","Amsterdam","Fencing","VITEZ TERSZTYANSZKY, Odön","Men","","","Hungary","HU","Europe","Europe",1,1
1928,"Fencing","sabre team","M","HUN","Amsterdam","Fencing","","Men","","","Hungary","HU","Europe","Europe",1,1
1928,"Fencing","épée individual","M","FRA","Amsterdam","Fencing","GAUDIN, Lucien","Men","","","France","FR","Europe","Europe",1,1
1928,"Football","football","M","URU","Amsterdam","Football","","Men","","","Uruguay","UY","Americas","Europe",1,1
1928,"Hockey","hockey","M","IND","Amsterdam","Hockey","","Men","","","India","IN","Asia","Europe",1,1
1928,"Jumping","individual","X","TCH","Amsterdam","Equestrian","VENTURA, Frantisek","Men","","","Czechoslovakia","CZ","Europe","Europe",1,1
1928,"Jumping","team","X","ESP","Amsterdam","Equestrian","","Men","","","Spain","ES","Europe","Europe",1,1
1928,"Modern Pentath.","Individual competition","M","SWE","Amsterdam","Modern Pentathlon","THOFELT, Sven","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Rowing","coxless pair (2-)","M","GER","Amsterdam","Rowing","","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Rowing","double sculls (2x)","M","USA","Amsterdam","Rowing","","Men","","","United States","US","Americas","Europe",1,1
1928,"Rowing","eight with coxswain (8+)","M","USA","Amsterdam","Rowing","","Men","","","United States","US","Americas","Europe",1,1
1928,"Rowing","four without coxswain (4-)","M","GBR","Amsterdam","Rowing","","Men","","","United Kingdom","GB","Europe","Europe",1,1
1928,"Rowing","four-oared shell with coxswain (4-)","M","ITA","Amsterdam","Rowing","","Men","","","Italy","IT","Europe","Europe",1,1
1928,"Rowing","pair-oared shell with coxswain (2+)","M","SUI","Amsterdam","Rowing","","Men","","","Switzerland","CH","Europe","Europe",1,1
1928,"Rowing","single sculls (1x)","M","AUS","Amsterdam","Rowing","PEARCE, Henry Robert","Men","","","Australia","AU","Oceania","Europe",1,1
1928,"Sailing","12 foot dinghy individual","X","SWE","Amsterdam","Sailing","THORELL, Sven","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Sailing","6m","X","NOR","Amsterdam","Sailing","","Men","","","Norway","NO","Europe","Europe",1,1
1928,"Sailing","8m","X","FRA","Amsterdam","Sailing","HERIOT, Virginie","Women","","","France","FR","Europe","Europe",1,1
1928,"Swimming","100m backstroke","M","USA","Amsterdam","Aquatics","KOJAC, George Harold","Men","","","United States","US","Americas","Europe",1,1
1928,"Swimming","100m backstroke","W","NED","Amsterdam","Aquatics","BRAUN, Maria Johanna","Women","","","Netherlands","NL","Europe","Europe",1,1
1928,"Swimming","100m freestyle","M","USA","Amsterdam","Aquatics","WEISSMULLER, Johnny","Men","","","United States","US","Americas","Europe",1,1
1928,"Swimming","100m freestyle","W","USA","Amsterdam","Aquatics","OSIPOWICH, Albina Lucy","Women","","","United States","US","Americas","Europe",1,1
1928,"Swimming","1500m freestyle","M","SWE","Amsterdam","Aquatics","BORG, Arne","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Swimming","200m breaststroke","M","JPN","Amsterdam","Aquatics","TSURUTA, Yoshiyuki","Men","","","Japan","JP","Asia","Europe",1,1
1928,"Swimming","200m breaststroke","W","GER","Amsterdam","Aquatics","SCHRADER, Hilde","Women","","","Germany","DE","Europe","Europe",1,1
1928,"Swimming","400m freestyle","M","ARG","Amsterdam","Aquatics","ZORRILLA, Victoriano","Men","","","Argentina","AR","Americas","Europe",1,1
1928,"Swimming","400m freestyle","W","USA","Amsterdam","Aquatics","NORELIUS, Martha","Women","","","United States","US","Americas","Europe",1,1
1928,"Swimming","4x100m freestyle relay","W","USA","Amsterdam","Aquatics","","Women","","","United States","US","Americas","Europe",1,1
1928,"Swimming","4x200m freestyle relay","M","USA","Amsterdam","Aquatics","","Men","","","United States","US","Americas","Europe",1,1
1928,"Water polo","water polo","M","GER","Amsterdam","Aquatics","","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Weightlifting","+ 82.5kg, total (heavyweight)","M","GER","Amsterdam","Weightlifting","STRASSBERGER, Josef","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Weightlifting","- 60kg, total (featherweight)","M","AUT","Amsterdam","Weightlifting","ANDRYSEK, Franz Joseph","Men","","","Austria","AT","Europe","Europe",1,1
1928,"Weightlifting","60 - 67.5kg, total (lightweight)","M","AUT","Amsterdam","Weightlifting","HAAS, Hans","Men","","","Austria","AT","Europe","Europe",2,0.5
1928,"Weightlifting","60 - 67.5kg, total (lightweight)","M","GER","Amsterdam","Weightlifting","HELBIG, Kurt","Men","","","Germany","DE","Europe","Europe",2,0.5
1928,"Weightlifting","67.5 - 75kg, total (middleweight)","M","FRA","Amsterdam","Weightlifting","FRANÇOIS, Roger","Men","","","France","FR","Europe","Europe",1,1
1928,"Weightlifting","75 - 82.5kg, total (light-heavyweight)","M","EGY","Amsterdam","Weightlifting","NOSSEIR, El Sayed Mohamed","Men","","","Egypt","EG","Africa","Europe",1,1
1928,"Wrestling Free.","+ 87kg (heavyweight)","M","SWE","Amsterdam","Wrestling","RICKTTOFF, Johan","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Wrestling Free.","- 56kg (bantamweight)","M","FIN","Amsterdam","Wrestling","MÄKINEN, Kaarlo E.","Men","","","Finland","FI","Europe","Europe",1,1
1928,"Wrestling Free.","56 - 61kg (featherweight)","M","USA","Amsterdam","Wrestling","MORRISON, Allie Roy","Men","","","United States","US","Americas","Europe",1,1
1928,"Wrestling Free.","61 - 66kg (lightweight)","M","EST","Amsterdam","Wrestling","KAPP, Osvald","Men","","","Estonia","EE","Europe","Europe",1,1
1928,"Wrestling Free.","66 - 72kg (welterweight)","M","FIN","Amsterdam","Wrestling","HAAVISTO, Arvo","Men","","","Finland","FI","Europe","Europe",1,1
1928,"Wrestling Free.","72 - 79kg (middleweight)","M","SUI","Amsterdam","Wrestling","KYBURZ, E.","Men","","","Switzerland","CH","Europe","Europe",1,1
1928,"Wrestling Free.","79 - 87kg (light-heavyweight)","M","SWE","Amsterdam","Wrestling","SJÖSTEDT, Thure","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Wrestling Gre-R","+ 82.5kg (super heavyweight)","M","SWE","Amsterdam","Wrestling","SVENSSON, Rudolf","Men","","","Sweden","SE","Europe","Europe",1,1
1928,"Wrestling Gre-R","- 58kg (bantamweight)","M","GER","Amsterdam","Wrestling","LEUCHT, K.","Men","","","Germany","DE","Europe","Europe",1,1
1928,"Wrestling Gre-R","58 - 60kg (featherweight)","M","EST","Amsterdam","Wrestling","WALI, W.","Men","","","Estonia","EE","Europe","Europe",1,1
1928,"Wrestling Gre-R","60 - 67.5kg (lightweight)","M","HUN","Amsterdam","Wrestling","KERESZTES, Lajos","Men","","","Hungary","HU","Europe","Europe",1,1
1928,"Wrestling Gre-R","67.5 - 75kg (middleweight)","M","FIN","Amsterdam","Wrestling","KOKKINEN, Väinö Anselmi","Men","","","Finland","FI","Europe","Europe",1,1
1928,"Wrestling Gre-R","75 - 82.5kg (light-heavyweight)","M","EGY","Amsterdam","Wrestling","MOUSTAPHA, Ibrahim","Men","","","Egypt","EG","Africa","Europe",1,1
1932,"Artistic G.","floor exercises","M","HUN","Los Angeles","Gymnastics","PELLE, István","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Artistic G.","horizontal bar","M","USA","Los Angeles","Gymnastics","BIXLER, Dallas Denver","Men","","","United States","US","Americas","Americas",1,1
1932,"Artistic G.","indian clubs","M","USA","Los Angeles","Gymnastics","ROTH, George Helm","Men","","","United States","US","Americas","Americas",1,1
1932,"Artistic G.","individual all-round","M","ITA","Los Angeles","Gymnastics","NERI, Romeo","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Artistic G.","parallel bars","M","ITA","Los Angeles","Gymnastics","NERI, Romeo","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Artistic G.","pommel horse","M","HUN","Los Angeles","Gymnastics","PELLE, István","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Artistic G.","rings","M","USA","Los Angeles","Gymnastics","GULACK, George Julius","Men","","","United States","US","Americas","Americas",1,1
1932,"Artistic G.","rope climbing","M","USA","Los Angeles","Gymnastics","BASS, Raymond Henry","Men","","","United States","US","Americas","Americas",1,1
1932,"Artistic G.","team competition","M","ITA","Los Angeles","Gymnastics","","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Artistic G.","tumbling","M","USA","Los Angeles","Gymnastics","WOLFE, Rowland","Men","","","United States","US","Americas","Americas",1,1
1932,"Artistic G.","vault","M","ITA","Los Angeles","Gymnastics","GUGLIELMETTI, Savino","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Athletics","10000m","M","POL","Los Angeles","Athletics","KUSOCINSKI, Janusz","Men","","","Poland","PL","Europe","Americas",1,1
1932,"Athletics","100m","M","USA","Los Angeles","Athletics","TOLAN, Eddie","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","100m","W","POL","Los Angeles","Athletics","WALASIEWICZ, Stanislawa","Women","","","Poland","PL","Europe","Americas",1,1
1932,"Athletics","110m hurdles","M","USA","Los Angeles","Athletics","SALING, George J. Jr.","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","1500m","M","ITA","Los Angeles","Athletics","BECCALI, Luigi","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Athletics","200m","M","USA","Los Angeles","Athletics","TOLAN, Eddie","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","3000m steeplechase","M","FIN","Los Angeles","Athletics","ISO-HOLLO, Volmari","Men","","","Finland","FI","Europe","Americas",1,1
1932,"Athletics","400m","M","USA","Los Angeles","Athletics","CARR, William Arthur","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","400m hurdles","M","IRL","Los Angeles","Athletics","TISDALL, Robert Morton Newburgh","Men","","","Ireland","IE","Europe","Americas",1,1
1932,"Athletics","4x100m relay","M","USA","Los Angeles","Athletics","","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","4x100m relay","W","USA","Los Angeles","Athletics","","Women","","","United States","US","Americas","Americas",1,1
1932,"Athletics","4x400m relay","M","USA","Los Angeles","Athletics","","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","5000m","M","FIN","Los Angeles","Athletics","LEHTINEN, Lauri Aleksanteri","Men","","","Finland","FI","Europe","Americas",1,1
1932,"Athletics","50km walk","M","GBR","Los Angeles","Athletics","GREEN, Thomas William","Men","","","United Kingdom","GB","Europe","Americas",1,1
1932,"Athletics","800m","M","GBR","Los Angeles","Athletics","HAMPSON, Thomas","Men","","","United Kingdom","GB","Europe","Americas",1,1
1932,"Athletics","80m hurdles","W","USA","Los Angeles","Athletics","DIDRIKSON, Mildred","Women","","","United States","US","Americas","Americas",1,1
1932,"Athletics","decathlon","M","USA","Los Angeles","Athletics","BAUSCH, James Aloysius Bernard","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","discus throw","M","USA","Los Angeles","Athletics","ANDERSON, John Franklin","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","discus throw","W","USA","Los Angeles","Athletics","COPELAND, Lillian","Women","","","United States","US","Americas","Americas",1,1
1932,"Athletics","hammer throw","M","IRL","Los Angeles","Athletics","O'CALLAGHAN, Patrick","Men","","","Ireland","IE","Europe","Americas",1,1
1932,"Athletics","high jump","M","CAN","Los Angeles","Athletics","MCNAUGHTON, Duncan","Men","","","Canada","CA","Americas","Americas",1,1
1932,"Athletics","high jump","W","USA","Los Angeles","Athletics","SHILEY, Jean","Women","","","United States","US","Americas","Americas",1,1
1932,"Athletics","javelin throw","M","FIN","Los Angeles","Athletics","JARVINEN, Matti Henrik","Men","","","Finland","FI","Europe","Americas",1,1
1932,"Athletics","javelin throw","W","USA","Los Angeles","Athletics","DIDRIKSON, Mildred","Women","","","United States","US","Americas","Americas",1,1
1932,"Athletics","long jump","M","USA","Los Angeles","Athletics","GORDON, Edward Lansing","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","marathon","M","ARG","Los Angeles","Athletics","ZABALA, Juan Carlos","Men","","","Argentina","AR","Americas","Americas",1,1
1932,"Athletics","pole vault","M","USA","Los Angeles","Athletics","MILLER, William Waring","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","shot put","M","USA","Los Angeles","Athletics","SEXTON, Leo Joseph","Men","","","United States","US","Americas","Americas",1,1
1932,"Athletics","triple jump","M","JPN","Los Angeles","Athletics","NAMBU, Chuhei","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Boxing","+ 79.38kg (heavyweight)","M","ARG","Los Angeles","Boxing","LOVELL, Alberto Santiago","Men","","","Argentina","AR","Americas","Americas",1,1
1932,"Boxing","- 50.8kg (flyweight)","M","HUN","Los Angeles","Boxing","ENEKES, Istvan","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Boxing","50.8 - 54kg (bantamweight)","M","CAN","Los Angeles","Boxing","GWYNNE, Horace Lefty","Men","","","Canada","CA","Americas","Americas",1,1
1932,"Boxing","54 - 57.15kg (featherweight)","M","ARG","Los Angeles","Boxing","ROBLEDO, Carmelo Ambrosio","Men","","","Argentina","AR","Americas","Americas",1,1
1932,"Boxing","57.15 - 61.24kg (lightweight)","M","RSA","Los Angeles","Boxing","STEVENS, Lawrence","Men","","","South Africa","ZA","Africa","Americas",1,1
1932,"Boxing","61.24 - 66.68kg (welterweight)","M","USA","Los Angeles","Boxing","FLYNN, Edward L.","Men","","","United States","US","Americas","Americas",1,1
1932,"Boxing","66.68 - 72.57kg (middleweight)","M","USA","Los Angeles","Boxing","BARTH, Carmen","Men","","","United States","US","Americas","Americas",1,1
1932,"Boxing","72.57 - 79.38kg (light-heavyweight)","M","RSA","Los Angeles","Boxing","CARSTENS, David Daniel","Men","","","South Africa","ZA","Africa","Americas",1,1
1932,"Cycling Road","individual time trial","M","ITA","Los Angeles","Cycling","PAVESI, Attilio","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Cycling Road","team time trial","M","ITA","Los Angeles","Cycling","","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Cycling Track","1km time trial","M","AUS","Los Angeles","Cycling","GRAY, Edgar Laurence","Men","","","Australia","AU","Oceania","Americas",1,1
1932,"Cycling Track","2000m tandem","M","FRA","Los Angeles","Cycling","","Men","","","France","FR","Europe","Americas",1,1
1932,"Cycling Track","Sprint indivual","M","NED","Los Angeles","Cycling","VAN EGMOND, Jacobus Johannes","Men","","","Netherlands","NL","Europe","Americas",1,1
1932,"Cycling Track","Team Pursuit (4000m)","M","ITA","Los Angeles","Cycling","","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Diving","10m platform","M","USA","Los Angeles","Aquatics","SMITH, Harold Edwin","Men","","","United States","US","Americas","Americas",1,1
1932,"Diving","10m platform","W","USA","Los Angeles","Aquatics","POYNTON-HILL, Dorothy","Women","","","United States","US","Americas","Americas",1,1
1932,"Diving","3m springboard","M","USA","Los Angeles","Aquatics","GALITZEN, Michael Riley","Men","","","United States","US","Americas","Americas",1,1
1932,"Diving","3m springboard","W","USA","Los Angeles","Aquatics","COLEMAN, Georgia V.","Women","","","United States","US","Americas","Americas",1,1
1932,"Dressage","individual","X","FRA","Los Angeles","Equestrian","LESAGE, Xavier François","Men","","","France","FR","Europe","Americas",1,1
1932,"Dressage","team","X","FRA","Los Angeles","Equestrian","","Men","","","France","FR","Europe","Americas",1,1
1932,"Eventing","individual","X","NED","Los Angeles","Equestrian","PAHUD DE MORTANGES, Charles Ferdinand","Men","","","Netherlands","NL","Europe","Americas",1,1
1932,"Eventing","team","X","USA","Los Angeles","Equestrian","","Men","","","United States","US","Americas","Americas",1,1
1932,"Fencing","foil individual","M","ITA","Los Angeles","Fencing","MARZI, Gustavo","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Fencing","foil individual","W","AUT","Los Angeles","Fencing","PREIS-MÜLLER, Ellen S.","Women","","","Austria","AT","Europe","Americas",1,1
1932,"Fencing","foil team","M","FRA","Los Angeles","Fencing","","Men","","","France","FR","Europe","Americas",1,1
1932,"Fencing","sabre individual","M","HUN","Los Angeles","Fencing","PILLER JEKELFALUSSY, György","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Fencing","sabre team","M","HUN","Los Angeles","Fencing","","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Fencing","épée individual","M","ITA","Los Angeles","Fencing","CORNAGGIA-MEDICI, Giancarlo C.","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Fencing","épée team","M","FRA","Los Angeles","Fencing","","Men","","","France","FR","Europe","Americas",1,1
1932,"Hockey","hockey","M","IND","Los Angeles","Hockey","","Men","","","India","IN","Asia","Americas",1,1
1932,"Jumping","individual","X","JPN","Los Angeles","Equestrian","NISHI, Takeichi","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Modern Pentath.","Individual competition","M","SWE","Los Angeles","Modern Pentathlon","OXENSTIERNA, Johan Gabriel","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Rowing","coxless pair (2-)","M","GBR","Los Angeles","Rowing","","Men","","","United Kingdom","GB","Europe","Americas",1,1
1932,"Rowing","double sculls (2x)","M","USA","Los Angeles","Rowing","","Men","","","United States","US","Americas","Americas",1,1
1932,"Rowing","eight with coxswain (8+)","M","USA","Los Angeles","Rowing","","Men","","","United States","US","Americas","Americas",1,1
1932,"Rowing","four without coxswain (4-)","M","GBR","Los Angeles","Rowing","","Men","","","United Kingdom","GB","Europe","Americas",1,1
1932,"Rowing","four-oared shell with coxswain (4-)","M","GER","Los Angeles","Rowing","","Men","","","Germany","DE","Europe","Americas",1,1
1932,"Rowing","pair-oared shell with coxswain (2+)","M","USA","Los Angeles","Rowing","","Men","","","United States","US","Americas","Americas",1,1
1932,"Rowing","single sculls (1x)","M","AUS","Los Angeles","Rowing","PEARCE, Henry Robert","Men","","","Australia","AU","Oceania","Americas",1,1
1932,"Sailing","6m","X","SWE","Los Angeles","Sailing","","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Sailing","8m","X","USA","Los Angeles","Sailing","","Men","","","United States","US","Americas","Americas",1,1
1932,"Sailing","olympic class monotype","X","FRA","Los Angeles","Sailing","LEBRUN, Jacques Baptiste","Men","","","France","FR","Europe","Americas",1,1
1932,"Sailing","two-person keelboat open (Star)","X","USA","Los Angeles","Sailing","","Men","","","United States","US","Americas","Americas",1,1
1932,"Shooting","25m rapid fire pistol (60 shots)","M","ITA","Los Angeles","Shooting","MORIGI, Renzo","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Shooting","50m rifle prone (60 shots)","M","SWE","Los Angeles","Shooting","RÖNNMARK, Bertil Vilhelm","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Swimming","100m backstroke","M","JPN","Los Angeles","Aquatics","KIYOKAWA, Masaji","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Swimming","100m backstroke","W","USA","Los Angeles","Aquatics","HOLM, Eleanor","Women","","","United States","US","Americas","Americas",1,1
1932,"Swimming","100m freestyle","M","JPN","Los Angeles","Aquatics","MIOYAZAKI, Yasuji","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Swimming","100m freestyle","W","USA","Los Angeles","Aquatics","MADISON, Helene","Women","","","United States","US","Americas","Americas",1,1
1932,"Swimming","1500m freestyle","M","JPN","Los Angeles","Aquatics","KITAMURA, Kusuo","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Swimming","200m breaststroke","M","JPN","Los Angeles","Aquatics","TSURUTA, Yoshiyuki","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Swimming","200m breaststroke","W","AUS","Los Angeles","Aquatics","DENNIS, Clare","Women","","","Australia","AU","Oceania","Americas",1,1
1932,"Swimming","400m freestyle","M","USA","Los Angeles","Aquatics","CRABBE, Clarence","Men","","","United States","US","Americas","Americas",1,1
1932,"Swimming","400m freestyle","W","USA","Los Angeles","Aquatics","MADISON, Helene","Women","","","United States","US","Americas","Americas",1,1
1932,"Swimming","4x100m freestyle relay","W","USA","Los Angeles","Aquatics","","Women","","","United States","US","Americas","Americas",1,1
1932,"Swimming","4x200m freestyle relay","M","JPN","Los Angeles","Aquatics","","Men","","","Japan","JP","Asia","Americas",1,1
1932,"Water polo","water polo","M","HUN","Los Angeles","Aquatics","","Men","","","Hungary","HU","Europe","Americas",1,1
1932,"Weightlifting","+ 82.5kg, total (heavyweight)","M","TCH","Los Angeles","Weightlifting","SKOBLA, Jaroslav","Men","","","Czechoslovakia","CZ","Europe","Americas",1,1
1932,"Weightlifting","- 60kg, total (featherweight)","M","FRA","Los Angeles","Weightlifting","SUVIGNY, Raymond","Men","","","France","FR","Europe","Americas",1,1
1932,"Weightlifting","60 - 67.5kg, total (lightweight)","M","FRA","Los Angeles","Weightlifting","DUVERGER, René","Men","","","France","FR","Europe","Americas",1,1
1932,"Weightlifting","67.5 - 75kg, total (middleweight)","M","GER","Los Angeles","Weightlifting","ISMAYR, Rudolf","Men","","","Germany","DE","Europe","Americas",1,1
1932,"Weightlifting","75 - 82.5kg, total (light-heavyweight)","M","FRA","Los Angeles","Weightlifting","HOSTIN, Louis","Men","","","France","FR","Europe","Americas",1,1
1932,"Wrestling Free.","+ 87kg (heavyweight)","M","SWE","Los Angeles","Wrestling","RICKTTOFF, Johan","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Wrestling Free.","- 56kg (bantamweight)","M","USA","Los Angeles","Wrestling","PEARCE, Robert Edward","Men","","","United States","US","Americas","Americas",1,1
1932,"Wrestling Free.","56 - 61kg (featherweight)","M","FIN","Los Angeles","Wrestling","PIHLAJAMÄKI, Hermanni","Men","","","Finland","FI","Europe","Americas",1,1
1932,"Wrestling Free.","61 - 66kg (lightweight)","M","FRA","Los Angeles","Wrestling","PACÔME, Charles","Men","","","France","FR","Europe","Americas",1,1
1932,"Wrestling Free.","66 - 72kg (welterweight)","M","USA","Los Angeles","Wrestling","VAN BEBBER, Jack Francis","Men","","","United States","US","Americas","Americas",1,1
1932,"Wrestling Free.","72 - 79kg (middleweight)","M","SWE","Los Angeles","Wrestling","JOHANSSON, Ivar","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Wrestling Free.","79 - 87kg (light-heavyweight)","M","USA","Los Angeles","Wrestling","MEHRINGER, Peter Joseph","Men","","","United States","US","Americas","Americas",1,1
1932,"Wrestling Gre-R","+ 87kg (super heavyweight)","M","SWE","Los Angeles","Wrestling","WESTERGREN, Carl","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Wrestling Gre-R","- 56kg (bantamweight)","M","GER","Los Angeles","Wrestling","BRENDEL, Jacob","Men","","","Germany","DE","Europe","Americas",1,1
1932,"Wrestling Gre-R","56 - 61kg (featherweight)","M","ITA","Los Angeles","Wrestling","GOZZI, Giovanni","Men","","","Italy","IT","Europe","Americas",1,1
1932,"Wrestling Gre-R","61 - 66kg (lightweight)","M","SWE","Los Angeles","Wrestling","MALMBERG, Eric","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Wrestling Gre-R","66 - 72kg (welterweight)","M","SWE","Los Angeles","Wrestling","JOHANSSON, Ivar","Men","","","Sweden","SE","Europe","Americas",1,1
1932,"Wrestling Gre-R","72 - 79kg (middleweight)","M","FIN","Los Angeles","Wrestling","KOKKINEN, Väinö Anselmi","Men","","","Finland","FI","Europe","Americas",1,1
1932,"Wrestling Gre-R","79 - 87kg (light-heavyweight)","M","SWE","Los Angeles","Wrestling","SVENSSON, Rudolf","Men","","","Sweden","SE","Europe","Americas",1,1
1936,"Artistic G.","floor exercises","M","SUI","Berlin","Gymnastics","MIEZ, Georges","Men","","","Switzerland","CH","Europe","Europe",1,1
1936,"Artistic G.","horizontal bar","M","FIN","Berlin","Gymnastics","SAARVALA, Aleksanteri","Men","","","Finland","FI","Europe","Europe",1,1
1936,"Artistic G.","individual all-round","M","GER","Berlin","Gymnastics","SCHWARZMANN, Karl-Alfred","Men","","","Germany","DE","Europe","Europe",1,1
1936,"Artistic G.","parallel bars","M","GER","Berlin","Gymnastics","FREY, Konrad","Men","","","Germany","DE","Europe","Europe",1,1
1936,"Artistic G.","pommel horse","M","GER","Berlin","Gymnastics","FREY, Konrad","Men","","","Germany","DE","Europe","Europe",1,1
1936,"Artistic G.","rings","M","TCH","Berlin","Gymnastics","HUDEC, Alois","Men","","","Czechoslovakia","CZ","Europe","Europe",1,1
1936,"Artistic G.","team competition","M","GER","Berlin","Gymnastics","","Men","","","Germany","DE","Europe","Europe",1,1
1936,"Artistic G.","team competition","W","GER","Berlin","Gymnastics","","Women","","","Germany","DE","Europe","Europe",1,1
1936,"Artistic G.","vault","M","GER","Berlin","Gymnastics","SCHWARZMANN, Karl-Alfred","Men","","","Germany","DE","Europe","Europe",1,1
1936,"Athletics","10000m","M","FIN","Berlin","Athletics","SALMINEN, Ilmari","Men","","","Finland","FI","Europe","Europe",1,1
1936,"Athletics","100m","M","USA","Berlin","Athletics","OWENS, Jesse","Men","","","United States","US","Americas","Europe",1,1
